message_id,message_text
800,"9 октября буду на выставке Интершарм в Москве.
Выступаю на стенде КМИЗ.

Нужна ваша помощь в выборе актуальной темы!"
799,"Внутрянка онлайн курса по подошвенным бородавкам.

**Основные дополнения к программе:**
✔️дифференциальная диагностика от других новообразований 
✔️гипергидроз и работа с бородавками 
✔️новые препараты и их эффективность 
✔️риски и осложнения при работе с бородавками 
✔️нюансы при работе с руками 


**Программа на очных также расширена. Ближайший очный курс в СПб 3 октября.
Там есть еще 2 места! 

На онлайне начинаем работать с 26 сентября!**"
798,
797,
796,"🔤🔤🔤🔤🔤🔤🔤🔤🔤
по каналу 

Для вашего удобства собрала все контакты и полезные посты канала в одном месте.
Буду добавлять и обновлять постепенно. 

Сайт [lovepodology.ru](https://lovepodology.ru/)
**__Все программы курсов, стоимость и более подробную информацию можно найти там. __**

[Группа ВК](https://vk.com/lovepodology)

[ОБО МНЕ ](https://t.me/lovepodology/760)
[И еще немного про мой путь](https://t.me/lovepodology/808) 

⚠️**Телефон для записи на курсы **8 (929) 699-65-35


**Актуальное расписание __(для перехода нажмите на ссылку) __
**
[ОЧНЫЕ КУРСЫ](https://t.me/lovepodology/794)
[ОНЛАЙН КУРСЫ](https://t.me/lovepodology/769)

📍Адрес школы в Санкт-Петербурге:
ул. Фурштатская, д. 13


**ПОЛЕЗНЫЕ ОБЗОРЫ: **

[Обзор материалов для тампонирования](https://t.me/lovepodology/648)
[Обзор на скальпели и лезвия](https://t.me/lovepodology/507)
[Про кресла](https://t.me/lovepodology/437)
[Обзор на подологические фрезы](https://t.me/lovepodology/744)
[Обзор материалов для разгрузки](https://t.me/lovepodology/540)
[Про очистку инструментов](https://t.me/lovepodology/203)


**ПОЛЕЗНОЕ ДЛЯ РАБОТЫ: **

[Про лохмотья в пазухах](https://t.me/lovepodology/427)
[Про фрезу цилиндр](https://t.me/lovepodology/411)
[Про гипергидроз](https://t.me/lovepodology/408)
[Про кератодермию ](https://t.me/lovepodology/380)
[Про онихолизис](https://t.me/lovepodology/371)
[Про кожный рог](https://t.me/lovepodology/564)
[Кожный рог 2](https://t.me/lovepodology/250)
[Про разгрузку стопы](https://t.me/lovepodology/537)
[Как крепить разгрузку](https://t.me/lovepodology/541)
[Про мужской педикюр](https://t.me/lovepodology/418)
[Про бородавки](https://t.me/lovepodology/307)
[Про дерматозы](https://t.me/lovepodology/150)
[Про тампонодержатель](https://t.me/lovepodology/111)
[Захват подо щипцов](https://t.me/lovepodology/48)"
795,"Мои хорошие, выложила расписание до конца года. 

На базовые курсы набор идет на декабрь-январь. Дат больше не будет. Я начинаю работу с инструкторами. 

Расписание онлайн курсов закреплено выше. 

На этой неделе открою запись на очно-заочный инструкторский курс."
794,"**РАСПИСАНИЕ ОЧНЫХ КУРСОВ **

📍САНКТ-ПЕТЕРБУРГ 

▪️**ОКТЯБРЬ**▪️

✔️3 октября 
Подошвенные бородавки 
16000 рублей 
В стоимость курса входит азотная кислота - 20 мл. 

✔️4 октября 
Безупречная эстетика в педикюре. Покрытие «плёнки» 
16000 рублей 

✔️9 октября 
Сложная ортониксия. Скоба 3ТО
20000 рублей

✔️10 октября 
Сложная ортониксия. Скоба 3ТО
20000 рублей

✔️15 октября  
Ортониксия.
Титановая нить + Light system 
18000 рублей

✔️21-26 октября (⛔️ группа закрыта)
БАЗОВЫЙ КУРС 
«Введение в подологию. Современный аппаратный педикюр»
62000 рублей 

__По окончанию курса выдается свидетельство о профессии «Мастер  педикюра»__

✔️28 октября  
Сложные стопы. Подологический подход к дискам
16000 рублей
(космецевтика Rosilak)


▪️НОЯБРЬ▪️

✔️7 ноября 
Smarticure (новый подоход к педикюру от компании SMART)
При наличии лицензии смарт + изи 22000
При наличии лицензии смарт 32000
Без опыта работы в смарт технике 
42000

Выдается паспорт от компании SMART

 ✔️8 ноября  
Инструктор «Light System»
75 000 рублей

✔️11 ноября NEW
Протезирование ногтевой пластины 
16 000 рублей 

✔️18-23 ноября (⛔️ группа закрыта)
БАЗОВЫЙ КУРС 
«Введение в подологию. Современный аппаратный педикюр»
62000 рублей 

__По окончанию курса выдается свидетельство о профессии «Мастер  педикюра»__

▪️ДЕКАБРЬ▪️

✔️3 декабря 
Ортониксия.
Титановая нить + Light system 
18000 рублей

✔️5 декабря 
Безупречная эстетика в педикюре. Покрытие «плёнки» 
16000 рублей 

✔️7 декабря
Подошвенные бородавки 
16000 рублей 
В стоимость курса входит азотная кислота - 20 мл. 

✔️9-14 декабря 
БАЗОВЫЙ КУРС 
«Введение в подологию. Современный аппаратный педикюр»
62000 рублей 

__По окончанию курса выдается свидетельство о профессии «Мастер  педикюра»__

▪️ЯНВАРЬ▪️

✔️6-11 января 
БАЗОВЫЙ КУРС 
«Введение в подологию. Современный аппаратный педикюр»
62000 рублей 

__По окончанию курса выдается свидетельство о профессии «Мастер  педикюра»__


По окончанию всех курсов (кроме семинара по kart, smart) выдаётся официальный документ установленного образца.

Все расходные материалы и инструменты предоставляются на время обучения. 

❗️**ЗАПИСЬ НА ОЧНЫЕ КУРСЫ:**
👉🏻по телефону +7(929)699-65-35 (WhatsApp, Telegram)

👉🏻**сайт школы**  lovepodology.ru"
792,"Хочу один из вопросов вынести на канал.

И это вопрос про азотную кислоту. 

Азотную кислоту вы можете купить и сейчас где угодно. Обучение и покупка вообще не связаны между собой.
Но химический метод не ограничивается только азотной кислотой.

Я рассказываю о многих препаратах. Большинство из них продаются в аптеке, проверены годами  и вполне могут использоваться для работы, чем неуловимая азотная кислота или кислота сомнительного качества с  маркетовплейсов.

Моя школа занимается обучением, а не продажей препаратов. Поэтому я никогда не привязываю людей к определенному продукту или препарату. Всегда даю альтернативы. И дальше вы делаете выбор самостоятельно."
791,
790,
789,"Немного раскрою материал нового урока из онлайн курса по Подошвенным бородавкам. 

Сложнее всего получить динамику в работе с бородавками при повышенном потоотделении на стопах.

Можно ли выяснить активные участки потоотделения на стопах и скорректировать работу потовых желез?

Да, есть - самая простая проба Минора. Обычно ее делают перед инъекциями бутолоиоксина, чтобы четко определить участки чрезмерного потоотделения. 

Скажу сразу я не вижу необходимости часто использовать данный метод в кабинете педикюра. Потому что признаков повышенного потоотделения итак достаточно на стопах. Но конечно иногда, чтобы отследить динамику можно и разнообразить вашу практику, если клиент не против.

Проба Минора представляет собой йодо-крахмальный тест.
✔️на проблемную зону наносится раствор йода
✔️после этого участок кожи припудривают крахмалом
✔️далее мы оцениваем результат (изменение цвета на чернильно-синий и более насыщенный цвет будет в местах более активного выделения)

Йод - это сильнейший аллерген. Поэтому обязательно уточнить наличие аллергии или сделать аллергопробу. 

И помните, что повышенное потоотделение и гипергидроз это два разных понятия, которые не являются равными. 

В любом случае при работе с бородавками сначала необходимо нормализовать работу потовых желез и только после этого приступать к работе с бородавками. 

На фото работа Марины Сапунковой из чата поддержки после онлайн курса «Подошвенные бородавки»"
788,
787,"Отсматриваю полученный материал из монтажа. Хочу спросить вас, дорогие коллеги, про пробу Минора.
Опрос ниже прикрепила ⬇️"
786,
785,"Вчера закончила съемки обновленных уроков для онлайн курса по подошвенным бородавкам.

Расскажу что добавила в новую программу:
- новые препараты 
- нюансы работы с руками 
- риски и осложнения работы с азотной кислотой
- дифференциальная диагностика подошвенной бородавки от других кожных новообразований (более подробно про кожный рог и мозоли) 
- гидроз и бородавки 
- нормализация потоотделения 

Все отдала в монтаж, скоро будет готово. 

Начало обучения 26 сентября. 
[https://lovepodology.ru/borodavki](https://lovepodology.ru/borodavki)"
784,
783,
782,
781,
780,
779,
778,
777,
776,"Всех с Днём знаний!

Открыли продажи на «Библиотеку  курсов» 

Приобрести можно с 1 по 5 сентября! 

Все подробности на сайте:
 [https://lovepodology.ru/biblioteka](https://lovepodology.ru/biblioteka)"
775,
774,
773,
772,
771,
770,"У нас в субботу завершился базовый курс «Введение в подологию. Современный аппаратный педикюр»

В этот раз собрались уже опытные мастера маникюра и даже педикюра. Но почти никто официально не проходил обучение и конечно же подология манит. Потому что, как только вы начинаете работать, с ногами появляются вопросы:
А можно ли зачистить онихолизис?
Чем протезировать? И можно ли? 
Когда заподозрить грибок?
Что делать с ногами при повышенном потоотделении?
Как обработать трещину, чтобы была динамика?
А как разгрузить и надо ли?
Ну и в целом как сделать чистую обработку?
А как работать с углами ногтя, если они впиваются в кожу?

Это я перечислила минимальный набор вопросов, которые возникают у каждого мастера, который начинает практику педикюра.

Поэтому 6 дней очно с утра до позднего вечера мы погружаемся на базовом курсе в теорию и практику. А потом все это закрепляем онлайн в течение 4-х месяцев. И конечно наш чат после курса тоже не спит)))

Что касается группы. Это был полный восторг для меня. Я обожаю, когда глаза горят, когда мастера приходят учиться и задают миллион вопросов, думают, анализируют, тренируются и хотят узнавать. Получила невероятное удовольствие от работы.

Желаю вам успехов ♥️ 
Женя, Аня, Наташа и Надя - вы большие умнички и из каждой получится отличный специалист. 

В этом году последние места на базовый курс есть в декабре с 9 по 14.12! И пока всё!"
769,"**РАСПИСАНИЕ ОНЛАЙН КУРСОВ **

🆕**Обновленный курс 
«Подошвенные бородавки + Кожный рог»**

лекции от дерматолога-онколога по темам:
▪️ ""Кожный рог""
▪️ ""Виды бородавок и методы работы с точки зрения дерматологии""

🗓**Старт обучения 26 сентября**
Стоимость участия 14500
Доступ 60 дней 

Только для практикующих мастеров педикюра и подологов.

Регистрация по ссылке: [https://lovepodology.ru/borodavki](https://lovepodology.ru/borodavki)


🔝**«Библиотека курсов» **

Новые тарифы с возможностью получить дипломы в твердом переплете + библотека знаний по педикюру и подологии в одном месте. 

Приобрести можно с 1 по 5 октября! 

Все подробности на сайте:
 [https://lovepodology.ru/biblioteka](https://lovepodology.ru/biblioteka)


🔈**Ортониксия 2 в 1 «Light System + Титановая нить»**

🗓 Старт обучения 14 октября 
 
Курс предоставлен в 3 тарифах:
Доступ ко всем тарифам 60 дней 

1. «2 в 1 »  
Стоимость 22500 рублей 

2.«Титановая нить» 
Стоимость 14500 рублей 

3.«LS»
Стоимость 14500 рублей 

4.«С правом преподавания»
Стоимость 75000 рублей 

Оставить заявку на участие и посмотреть программу: [https://lovepodology.ru/orto21](https://lovepodology.ru/orto21)

🆕**27 октября вебинар в прямом эфире 
«Онихомикозы и дерматомикозы в практике подолога»
**
Регистарция открыта до 26 октября   

Вебинар ведет практикующий врач-лаборант Клименко А.В.


Что вас ждет?
 • Круглый стол с практикующим врачом-лаборантом первой категории и коллегами
 • Можно ли организовать ведение клиента через онлайн сопровождение дерматолога? 
 • Как построить взаимодействие, если вы находитесь в отдаленных регионах от центра?
 • Препараты и необходимые исследования при работе с онихомикозами
 • Самые последние исследования в области работы с микозами 
 • Возможность задавать вопросы в прямом эфире
 • Обратная связь от ведущих в закрытом чате
 • Доступ к записи 72 часа
 • Сертификат участника

После вебинара Вы сможете выстроить грамотную работу с дерматологом и получать такие же результаты в своей практике.

Регистрация: https://lovepodology.ru/mikoz_web




__В случае выполнения задания (тест и отработка) после курсов выдается документ установленного образца (Лицензия на образовательную деятельность №ЛО35-01271-78/00590428)__"
768,
767,
766,"Помните, что экзостоз является противопоказанием к установке коррекционной системы. 

Исключить экзостоз может только хирург после просмотра снимка рентгена. 

Я недавно уже выкладывала законченную работу. В том случае экзостоз был незначительным и мы работали консервативно. В этом случае было принято решение об операции.

После операции никакого протезирования в этапе восстановления ногтей быть не должно!"
765,"Всем отличной недели!

А мы завтра начинаем основное обучение на онлайне «Работа со сложными стопами».

Сегодня и завтра последний день приема заявок на курс.

Присоединиться можно здесь: [**ссылка**](https://lovepodology.ru/stopa)"
764,"Всем доброе утро! 


**Открыты продажи на  «Библиотеку курсов» 
**
❗️1 по 5 августа

**Всего 5 дней **


Новые тарифы с возможностью получить дипломы в твердом переплете + библотека знаний по педикюру и подологии в одном месте. 

**В этом месяце возможно получить диплом по «тейпированию»**

Все подробности на сайте:
 [https://lovepodology.ru/biblioteka](https://lovepodology.ru/biblioteka)"
763,
762,"И это одна из практик с курса и вариативность работы. 

Обожаемая мною фреза **цилиндр** во всех абразивах, но только с вариацией острого ребра.

А вы знаете, что такая фреза может иметь множество вариаций у изготовителя? Зачастую мастера выбирают безопасный скошенный край и потом не понимают почему фреза не работает.

Я люблю цилиндр где три рабочие зоны:
1. Боковая поверхность 
2. Торец с напылением
3. Острое ребро (грань) 

А вот абразивность уже выбирается под тип работы. Чем грубее поверхность, тем грубее абразив. Это одно из первых правил выбора фрезы.

Как говорится, если вы не любите эту фрезу вы просто не умеете ее готовить. Точнее ей работать. 

Можно ли заменить ее другими - конечно можно. Но, если вы понимаете как работает та или иначе фреза, знаете четкие алгоритмы работы с типами кожи и дерматозами, то выбор инструмента вообще не проблема. Потому что любой инструмент, который попадет к вам в руки даст отличный результат.

Я учу работать любым инструментом именно через понимание процессов.

❗️До старта онлайн курса «Работа со сложными стопами» осталась неделя. 

Регистрация на курс [**здесь**](https://lovepodology.ru/stopa)"
761,"Расписание всегда закреплено на канале.

Более подробная и полная информация по программам и расписание также есть на официальном сайте школы.

👉🏻сайт школы  lovepodology.ru"
760,"Судя по последим вопросам в чате здесь немало новеньких.

Ну что ж! Давайте познакомимся поближе. Вообще никогда не писала посты знакомства, но думаю пора) 

Меня зовут Карина Шурыгина. Я основательница учебного центра по педикюру с образовательной лицензией «Lovepodology» в самом центре города Санкт-Петербурга. В любимом районе, в котором родилась и выросла. 

В моей школе проходят очные и онлайн курсы. Все программы я разрабатываю самостоятельно, исходя из своего практического опыта. Обучаю мастеров, подологов и инструкторов. 

Я начала свой путь в 2008 году и уже около 10 лет занимаюсь преподаванием. Отправной точкой я считаю 2008 год, несмотря на то, что ногтями я начала заниматься немного раньше. Да, именно с получения первого сертификата по педикюру я и веду отсчет. Получается, что уже более 15 лет я занимаюсь любимым делом.

В этом посте я выделю то, что важно для понимания меня как личности и как наставника. Ведь именно этим багажом знаний, опыта, практики я активно делюсь со своими подопечными.

В моих курсах ко всему фундаментальный подход. Поэтому когда я начала преподавать я получила педагогическое образование, чтобы понимать как эффективнее передать опыт, как составлять программу, как говорить, чтобы это было интересно и понятно. 

Более 20 000 учеников со всего мира прошли мои онлайн и офлайн программы. Многие мастера после обучений открывают свои салоны и центры, возвращаются сами за новыми знаниями и отправляют учиться ко мне своих специалистов. С некоторыми я работаю как наставник и сопровождаю их на пути к преподавательской деятельности. Все инструкторы в моей школе учились у меня и постоянно находятся на мониторинге и прокачке своих навыков.  

Моя философия работать без привязки к  брендам. И это позволяет мне не зацикливаться на чем-то одном, а комбинировать технологии, выбирая самые проверенные алгоритмы работы для своих учеников. 

Как практикующий мастер я всегда была за индивидуальный подход к клиенту. Поэтому создавая свой учебный центр я сохранила эту традицию и в работе с  учениками. Мне важно раскрывать потенциал каждого ученика, учить думать и анализировать свою работу, подвергать сомнениям маркетинговые уловки «новых» технологий и препаратов. Ведь хорошо разбираясь в основах, можно уверенно работать с любыми материалами и инструментами.

В 2019 году мой центр получил лицензию на образовательную деятельность. И работа в рамках законодательства стала новым этапом в моем развитии, как наставника и инструктора. Я адаптирую пока устаревший профессиональный стандарт по педикюру с самыми своевременными и работающими методиками, чтобы после окончания обучения можно было именно получить профессию и работать уже на 100%.

Я бесконечно люблю то, что делаю и вкладываю в каждый курс частичку своей души. 

Как говорят сами ученики, после моих курсов меняется отношение к работе. Как будто заново влюбляешься в профессию и хочется практиковать, развиваться."
759,
758,
757,
756,
755,"У меня тут накопились работы из чата поддержи по бородавкам!!!!

Смеемся с девочками, что бородавка одна, а столько радости приносит людям. (после удаления конечно же) 

Клиент в восторге, мастер счастлив, инструктор еще больше рад, чем клиент и мастер. Ну и коллеги всегда порадуются за победы. 

Онлайна не будет до конца осени точно.  Так что ловите очные курсы.

▪️14 августа 
▪️3 октября 

Стоимость 16000 рублей 

Азотная кислота 20 мл в подарок. 

Где купить, чем отличаются, какие альтернативы, все подробно о бородавках расскажу на курсе. Обновила программу"
754,"Наши новые выпускники. Поздравляю с новыми навыками, знаниями и дипломами после курсов:

⭐️Безупречная эстетика. Покрытие пленками 

⭐️Ортониксия 2 в 1. Титановая нить + light system 

Почти со всеми знакома по онлайн курсам. Знаю, что некоторые уже записаны на другие даты. Это так приятно, что вы приезжаете на очное обучение в мою школу. 

А еще интересный факт. Феномен больших городов! 

Большинство мастеров  приезжают из других уголков нашей страны и даже мира. 
А вот те, кто живет в Санкт-Петербурге предпочитают онлайн обучение.  Говорят очень много времени тратится на дорогу😁

И я каждый раз на курсах, видя людей с чемоданами, поражаюсь насколько все таки избалованы и расслаблены местные мастера наличием в шаговой доступности школ, курсов, магазинов.

Я люблю онлайн формат. Но живая работа всегда более атмосферна, полна новыми эмоциями, знакомствами и новым зарядом энергии. 

Да, и у нас на курсах нужно отрабатывать. 
Была забавная ситуация у Ксюши на повышении по эстетике. Девочки думали, что инструктор сейчас им расскажет, покажет и всё. Они пойдут домой. А тут раз и по 2 полноценных модели на отработку. 

Все программы и учебный процесс я контролирую на каждом курсе. Даже если не присутствую. А вы же знаете меня, я люблю фундаментальный подход 😁 поэтому у нас редко бывает 1 модель на практической части. 

Если вы приехали на курс, то придется отработать моделей по полной и показать результат. 

И на базовом курсе у нас 8 моделей на ученика. С разными стопами и ногтями!"
